Sample group,Shannon index,Season,Year,SampleSize (log10),latitude,longitude,Terrain,Host genus,Annual Mean Temperature (Bio1),Mean Diurnal Range (Mean of monthly max temp - min temp) (Bio2),Isothermality (BIO2/BIO7) (x100) (Bio3),Temperature Seasonality (standard deviation x100) (Bio4),Max Temperature of Warmest Month (Bio5),Min Temperature of Coldest Month (Bio6),Temperature Annual Range (BIO5-BIO6) (Bio7),Mean Temperature of Wettest Quarter (Bio8),Mean Temperature of Driest Quarter (Bio9),Mean Temperature of Warmest Quarter (Bio10),Mean Temperature of Coldest Quarter (Bio11),Annual Precipitation (Bio12),Precipitation of Wettest Month (Bio13),Precipitation of Driest Month (Bio14),Precipitation Seasonality (Coefficient of Variation) (Bio15),Precipitation of Wettest Quarter (Bio16),Precipitation of Driest Quarter (Bio17),Precipitation of Warmest Quarter (Bio18),Precipitation of Coldest Quarter (Bio19),Global Mammal Richness (GMR),Global Railway (GR),Global Linear Hydrography (GLH),Human Footprint (HFT),Fractional Vegetation Cover (FVC),Normalized Difference Vegetation Index (NDVI),China GDP Spatial Distribution (GDP),China High-Resolution Ecological Environment Quality (CHEQ),China Population Spatial Distribution (PSD),Digital Elevation Model (DEM),landuseName Forest land closed canopy,landuseName High coverage grassland,landuseName Low coverage grassland,landuseName Medium coverage grassland,landuseName Other construction land,landuseName Other forest land,landuseName Paddy field,landuseName Reservoirs and ponds,landuseName Rivers and canals,landuseName Rural residential area,landuseName Shrubland,landuseName Sparse woodland,landuseName Urban built up area
IPB24A-20,3.9677201,Autumn,2023,1.230448921,30.04,122.2,Mountain,Rhinolophus,-0.62572887,-1.166403773,-1.060505097,0.6698077944398105,-0.038574057,-0.374553157,0.31807425653054355,0.5611303186630264,-0.301076275,0.10062545735341408,-0.681591186,-0.408300683,-1.151958263,1.6304222613101191,-1.659915816,-1.269882764,1.6003854130995228,-1.161201261,1.25994268656775,-2.118814659,-0.267411526,2.0529176930006843,0.1704873889787474,-0.472480453,1.1292263596092131,-0.041298841,1.3475967105255102,-0.089952657,-0.545860806,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-21,4.548688113,Autumn,2023,1.204119983,30.04,122.2,Mountain,Rhinolophus,-0.62572887,-1.166403773,-1.060505097,0.6698077944398105,-0.038574057,-0.374553157,0.31807425653054355,0.5611303186630264,-0.301076275,0.10062545735341408,-0.681591186,-0.408300683,-1.151958263,1.6304222613101191,-1.659915816,-1.269882764,1.6003854130995228,-1.161201261,1.25994268656775,-2.118814659,-0.267411526,2.0529176930006843,0.1704873889787474,-0.472480453,1.1292263596092131,-0.041298841,1.3475967105255102,-0.089952657,-0.545860806,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-27,5.112199975,Summer,2023,0.903089987,22.83,112.8,Mountain,Nyctalus,1.5990521113900698,-0.926541666,-0.245558312,-0.477017003,0.8070185766377551,1.5879422800661414,-0.920181946,1.2784125587375912,1.3108184228583688,1.0498748647130098,1.3036463865591494,1.5580878100565936,1.0404286822365754,0.9745052596336344,0.09933005023730074,1.0811130345232332,0.48065088468220646,1.0717508532435154,0.576140951109163,-0.199102704,-0.286848288,-0.753743528,0.5407758536354896,0.09784198220882431,-0.421819772,0.025490737394505393,-0.939183708,-0.177234294,-0.76736866,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-28,3.98418372,Spring,2023,0.903089987,23.31,114.4,Mountain,Rhinolophus,0.9024942631305718,-0.811407951,-0.14984892,-0.538120153,0.09672076451246811,1.0727872278633677,-0.920181496,0.48495878030875017,0.9321856565503517,0.3548890304852373,0.8827759753472556,1.7496846375370319,1.2770172014757912,0.5996955443899288,0.11602373429527278,1.202241623691507,0.3811189266006672,1.2778695099334458,0.9180418188384565,-0.162881724,-0.73478814,-0.787158327,-1.193539362,-0.472480453,0.6315702324754636,-0.242608852,2.303005648513916,-0.234418816,-0.248905615,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-29,4.31990258,Summer,2023,1.041392685,23.34,114.46,Mountain,Hypsugo,1.5239921444100002,-0.581139945,-0.082879627,-0.458739589,0.7731948712984577,1.3671615434078097,-0.740071953,1.1768499997883004,1.2531221125974523,0.9877214036955576,1.240118709896461,1.4606087223911075,1.1350640899322617,0.5059931155790024,0.10240318217871548,1.037066274825679,0.3562359370802824,0.991593597864098,0.8539354061392139,-0.235323684,-0.802749658,-0.930395108,0.275074555494835,-1.042802888,1.1292263596092131,-0.239089303,-0.013253108,-0.224185796,-0.759167862,0,0,0,1,0,0,0,0,0,0,0,0,0
IPB24A-31,7.88514817,Summer,2023,1.230448921,23.12,115.21,Mountain,Myotis,1.313823660404336,-0.955324893,-0.115373686,-0.620099163,0.2996629965482651,1.4652863152559572,-1.145319438,1.202241020383315,1.2278800579939404,0.6713053865992198,1.2083549906793614,0.9799359797647452,0.4252985322146141,0.13118340033529682,0.001954056879128945,0.5910928328879435,0.0825230523560495,0.7740239046913936,0.5120345384099204,-0.271544665,0.38725241270107574,0.3751331838850514,-0.607862012,0.09784198220882431,1.1292263596092131,-0.241667577,-0.004192581,-0.262108163,-0.625106406,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24A-32,8.288572784,Summer,2023,1.230448921,23.12,115.21,Mountain,Myotis,1.313823660404336,-0.955324893,-0.115373686,-0.620099163,0.2996629965482651,1.4652863152559572,-1.145319438,1.202241020383315,1.2278800579939404,0.6713053865992198,1.2083549906793614,0.9799359797647452,0.4252985322146141,0.13118340033529682,0.001954056879128945,0.5910928328879435,0.0825230523560495,0.7740239046913936,0.5120345384099204,-0.271544665,0.38725241270107574,0.3751331838850514,-0.607862012,0.09784198220882431,1.1292263596092131,-0.241667577,-0.004192581,-0.262108163,-0.625106406,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24A-33,4.664497779,Spring,2023,1.230448921,23.31,114.4,Mountain,Rhinolophus,0.9024942631305718,-0.811407951,-0.14984892,-0.538120153,0.09672076451246811,1.0727872278633677,-0.920181496,0.48495878030875017,0.9321856565503517,0.3548890304852373,0.8827759753472556,1.7496846375370319,1.2770172014757912,0.5996955443899288,0.11602373429527278,1.202241623691507,0.3811189266006672,1.2778695099334458,0.9180418188384565,-0.162881724,-0.73478814,-0.787158327,-1.193539362,-0.472480453,0.6315702324754636,-0.242608852,2.303005648513916,-0.234418816,-0.248905615,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-34,5.56385619,Spring,2023,1.230448921,23.31,114.4,Mountain,Rhinolophus,0.9024942631305718,-0.811407951,-0.14984892,-0.538120153,0.09672076451246811,1.0727872278633677,-0.920181496,0.48495878030875017,0.9321856565503517,0.3548890304852373,0.8827759753472556,1.7496846375370319,1.2770172014757912,0.5996955443899288,0.11602373429527278,1.202241623691507,0.3811189266006672,1.2778695099334458,0.9180418188384565,-0.162881724,-0.73478814,-0.787158327,-1.193539362,-0.472480453,0.6315702324754636,-0.242608852,2.303005648513916,-0.234418816,-0.248905615,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-35,4.639279277,Spring,2023,1.230448921,23.31,114.4,Mountain,Rhinolophus,0.9024942631305718,-0.811407951,-0.14984892,-0.538120153,0.09672076451246811,1.0727872278633677,-0.920181496,0.48495878030875017,0.9321856565503517,0.3548890304852373,0.8827759753472556,1.7496846375370319,1.2770172014757912,0.5996955443899288,0.11602373429527278,1.202241623691507,0.3811189266006672,1.2778695099334458,0.9180418188384565,-0.162881724,-0.73478814,-0.787158327,-1.193539362,-0.472480453,0.6315702324754636,-0.242608852,2.303005648513916,-0.234418816,-0.248905615,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-36,6.88155701,Spring,2023,1.146128036,24.56,115.88,Hill,Tylonycteris,1.036101458318502,0.17202642626441386,0.06728524750193475,-0.201687194,0.9423133979949547,0.7784129123189255,-0.087173228,-0.079980002,0.8384289901050838,0.7843114944395069,0.7835140252296464,0.5900196291028009,0.10984717322899289,0.412290686768076,-0.52538854,0.14511939095020793,0.6797148008452849,-0.388256298,1.281311490800831,-0.090439763,-0.156508041,-0.347228997,0.5041547154900823,0.09784198220882431,-0.609792068,-0.289263337,-0.412900714,-0.349991743,-0.52427976,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-37,4.412087069,Spring,2023,1,24.43,112.18,Mountain,Rhinolophus,-0.517642344,-0.657896043,-0.416151723,-0.035734673,-0.681224458,-0.178303613,-0.289797196,-1.603410769,-0.131592795,-0.554808544,-0.340130311,1.0438015889248913,0.8669304347944837,1.4430174036882664,-0.277488304,0.7177272670184116,0.9036617065287482,0.0010789421041542805,1.665949966996286,0.12688611849420176,0.8033792209302779,1.5094939583321838,-1.674086022,-0.472480453,0.5442145436556646,-0.297243709,1.984039451068981,-0.380690802,0.4798431396305274,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-38,4.413607347,Spring,2023,0.477121255,24.43,112.18,Mountain,Rhinolophus,-0.517642344,-0.657896043,-0.416151723,-0.035734673,-0.681224458,-0.178303613,-0.289797196,-1.603410769,-0.131592795,-0.554808544,-0.340130311,1.0438015889248913,0.8669304347944837,1.4430174036882664,-0.277488304,0.7177272670184116,0.9036617065287482,0.0010789421041542805,1.665949966996286,0.12688611849420176,0.8033792209302779,1.5094939583321838,-1.674086022,-0.472480453,0.5442145436556646,-0.297243709,1.984039451068981,-0.380690802,0.4798431396305274,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-39,6.003666985,Spring,2023,1.322219295,24.43,112.18,Mountain,Rhinolophus,-0.517642344,-0.657896043,-0.416151723,-0.035734673,-0.681224458,-0.178303613,-0.289797196,-1.603410769,-0.131592795,-0.554808544,-0.340130311,1.0438015889248913,0.8669304347944837,1.4430174036882664,-0.277488304,0.7177272670184116,0.9036617065287482,0.0010789421041542805,1.665949966996286,0.12688611849420176,0.8033792209302779,1.5094939583321838,-1.674086022,-0.472480453,0.5442145436556646,-0.297243709,1.984039451068981,-0.380690802,0.4798431396305274,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-4,5.709067383,Autumn,2023,1.113943352,30.07,122.14,Mountain,Rhinolophus,-0.561177435,-1.113633909,-1.043379874,0.693937257137878,0.06289705917316941,-0.350021964,0.36310175482121365,0.6436492313083649,-0.272227903,0.17407905453019057,-0.653797783,-0.415023378,-1.167730831,1.5367198324991929,-1.630376903,-1.24235354,1.5506194340587531,-1.13257367,1.2172050781015884,-2.118814659,-0.340383968,1.9577364013027536,-0.095047366,-0.472480453,0.550586904426815,0.025122412512748455,0.5421632141119818,-0.003874903,-0.608100542,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-40,4.953263142,Spring,2023,1.342422681,25.3,113.02,Hill,Nyctalus,0.53620127839095,-0.168577437,-0.493694495,0.467315812687644,1.111431924691452,0.2387266671541151,0.5206982239760483,-0.314842372,0.2506460713831486,0.9029669923241651,0.09662195933900382,0.045481277316292444,-0.110968778,0.6933979732008553,-0.42063429,-0.014550113,0.48065088468220646,-0.766140502,0.7043537765076481,0.27177003963703555,-0.78242686,0.7105167124597898,0.9814702959753633,0.09784198220882431,-0.182918182,-0.29495191,-0.814425672,-0.349991743,-0.563470939,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24A-41,8.385041728,Spring,2023,1.204119983,25.05,113.77,Mesa,Hipposideros,0.797410381416158,-0.25492781,-0.395323028,0.2561855152634669,1.077608219352152,0.557632175660594,0.20550506052888734,-0.130760901,0.5030681319501975,0.9651197753063256,0.39043725545401003,0.3950614537718287,0.17293744502611713,0.7871004020117817,-0.268819716,0.3158005847782302,0.5055338742025912,-0.594374955,1.281311490800831,0.0906651382084933,-0.360503207,-0.882780636,0.19897600305512486,0.09784198220882431,0.3502599411265576,-0.292291786,-0.073020062,-0.382496629,-0.640558435,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-42,4.542543824,Summer,2023,0.77815125,22.55,114.15,Mountain,Cynopterus,1.8302372996809335,-1.185592553,-0.172978658,-0.723417346,0.6717237552805579,1.955910174496694,-1.34794318,1.6656176248000363,1.592088854917581,1.083776629261566,1.6093728689306395,2.1295169446473743,1.9079199194470338,-0.149923886,0.7533541996240646,2.0611534377938123,-0.265838801,2.3027372751417112,-0.23587361,-0.235323684,-0.74557136,0.12104334874419223,0.5445239605200618,1.8088092876740172,-0.304911841,11.092507534558363,-0.744286809,10.53493140451018,-0.761498615,0,0,0,0,0,0,0,0,0,1,0,0,0
IPB24A-43,4.680813428,Summer,2023,1.041392685,22.56,114.23,Mountain,Rhinolophus,1.6876228940438576,-1.382279359,-0.303876236,-0.714566043,0.5026052285840609,1.90684778857262,-1.415484428,1.5132745480914835,1.5163622583836363,0.9481695710673386,1.5140814730508514,2.200105249508588,1.8921473514977527,0.037480971524370424,0.7101286927610456,2.072165127718201,-0.191189832,2.314188311624485,-0.129029589,-0.452649566,-0.623697099,0.12954617447057554,0.5445239605200618,1.8088092876740172,-0.006916981,4.596770844879864,-0.752696772,1.9090978202806608,-0.774965188,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-44,4.889680181,Summer,2023,0.301029996,23.15,112.52,Mountain,Rhinolophus,1.2087397786899223,-0.80181333,-0.187145091,-0.449778853,0.5026052285840609,1.293567964521699,-0.852640699,0.8848593566687011,1.0764266485643474,0.699556405032824,1.0296836234047588,1.3496842433234855,1.0404286822365754,0.9745052596336344,0.014387001406048842,0.8553733910732683,0.45576789516182165,0.7339452770016849,0.8325666019061331,-0.235323684,-0.793917687,-0.906703713,-0.413655084,-0.472480453,0.8971065284450117,-0.230126731,1.8758970990854775,-0.237428527,-0.495792779,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-45,5.882643049,Summer,2023,1.322219295,23.13,112.55,Plain,Myotis,1.4219105460824957,-0.811407951,-0.18009339,-0.452266113,0.7055474606198578,1.4652863152559572,-0.875154448,1.1070265974404692,1.2098497717209125,0.9029676703594568,1.1765910332337723,1.2858186341633395,0.9773384104394511,0.9745052596336344,0.0014568527447106191,0.8168324763379083,0.48065088468220646,0.6938666493119762,0.7470913849738098,-0.199102704,-0.771591042,-0.980810757,0.9323726070668464,-0.472480453,-0.344661157,-0.190552268,-0.339857552,-0.141719697,-0.634774714,0,0,0,0,0,0,1,0,0,0,0,0,0
IPB24A-5,5.559733603,Autumn,2023,1.380211242,30.04,122.2,Mountain,Rhinolophus,-0.62572887,-1.166403773,-1.060505097,0.6698077944398105,-0.038574057,-0.374553157,0.31807425653054355,0.5611303186630264,-0.301076275,0.10062545735341408,-0.681591186,-0.408300683,-1.151958263,1.6304222613101191,-1.659915816,-1.269882764,1.6003854130995228,-1.161201261,1.25994268656775,-2.118814659,-0.267411526,2.0529176930006843,0.1704873889787474,-0.472480453,1.1292263596092131,-0.041298841,1.3475967105255102,-0.089952657,-0.545860806,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-6,5.261098725,Autumn,2023,1.380211242,30.04,122.2,Mountain,Rhinolophus,-0.62572887,-1.166403773,-1.060505097,0.6698077944398105,-0.038574057,-0.374553157,0.31807425653054355,0.5611303186630264,-0.301076275,0.10062545735341408,-0.681591186,-0.408300683,-1.151958263,1.6304222613101191,-1.659915816,-1.269882764,1.6003854130995228,-1.161201261,1.25994268656775,-2.118814659,-0.267411526,2.0529176930006843,0.1704873889787474,-0.472480453,1.1292263596092131,-0.041298841,1.3475967105255102,-0.089952657,-0.545860806,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-7,6.673347539,Autumn,2023,1.361727836,30.07,122.07,Mountain,Rhinolophus,-0.738319,-1.19039018,-1.076514101,0.6653497048623519,-0.140045173,-0.448146736,0.31807425653054355,0.4341778816917962,-0.36959067,-0.012380311,-0.753059638,-0.391493943,-1.151958263,1.5367198324991929,-1.609077246,-1.236847695,1.5506194340587531,-1.126848151,1.2172050781015884,-2.118814659,-0.417886997,1.902000203973179,-0.61459899,-0.472480453,1.0859215926714,0.10750441106571695,1.098538162020213,0.10266888892875635,-0.47144936,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-8,7.448901496,Autumn,2023,1.361727836,30.07,122.07,Mountain,Rhinolophus,-0.738319,-1.19039018,-1.076514101,0.6653497048623519,-0.140045173,-0.448146736,0.31807425653054355,0.4341778816917962,-0.36959067,-0.012380311,-0.753059638,-0.391493943,-1.151958263,1.5367198324991929,-1.609077246,-1.236847695,1.5506194340587531,-1.126848151,1.2172050781015884,-2.118814659,-0.417886997,1.902000203973179,-0.61459899,-0.472480453,1.0859215926714,0.10750441106571695,1.098538162020213,0.10266888892875635,-0.47144936,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24A-9,5.208411152,Autumn,2023,0.77815125,29.89,122.42,Plain,Rhinolophus,0.8577586193677458,-1.422576591,-0.699933771,-0.142749028,0.3537809250911442,1.0825997050481824,-0.758082863,1.2466742400230537,0.8304954824011199,0.7108572870309686,0.6826640297059909,0.7096836125818111,0.15716487707683607,0.5996955443899288,-0.400638527,0.197975502587273,0.5503232553392838,0.3652219022563649,0.4180117997843646,-2.19125662,0.06294164557929481,2.598032629299731,0.12331548381875515,3.5197765931392095,0.3795927200887972,0.1809811324775399,-0.752696772,0.11085530461232382,-0.736378278,1,0,0,0,0,0,0,0,0,0,0,0,0
IPB24B-1,6.633580832,Summer,2023,1.301029996,22.36,113.49,Mountain,Hypsugo,1.746170122251718,-1.444644247,-0.423620198,-0.626073331,0.6379000499412593,1.90684778857262,-1.325429881,1.659270250508974,1.4983319721106083,1.0781265611819033,1.502170048565878,1.978256291373344,1.3401074732729155,0.5059931155790024,0.5167355412676772,1.6096741508938828,0.0825230523560495,1.8332447793479807,0.1273960622144652,-0.271544665,0.25358113478457683,-0.67948376,1.0139868177683484,0.09784198220882431,-0.810350533,2.0621636335629256,-0.821825071,1.6267868676635189,-0.786532629,0,0,0,0,0,0,0,0,0,0,0,0,0
IPB24B-10,5.56385619,Summer,2023,1.342422681,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24B-11,7.006119814,Summer,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24B-12,5.435812887,Summer,2023,1.414973348,31.35,118.45,Plain,Pipistrellus,-0.597206277,-0.134996353,-0.849482318,1.3166926512769053,0.7055474606198578,-1.036895367,1.421247964651945,0.23740128065735047,-1.231431495,0.6035015184844602,-1.114372903,-0.781410294,-0.962687447,0.22488582914622324,-0.945369138,-0.956049601,0.530416863722976,-0.874925349,0.23424008337986943,-0.561312507,-0.71091269,-0.799178161,1.3304592440470617,-1.042802888,-1.213267,-0.100803772,-0.715850857,0.006960058510578146,-0.784374524,0,0,0,0,1,0,0,0,0,0,0,0,0
IPB24B-13,4.146286371,Autumn,2023,0.301029996,30.07,122.14,Mountain,Miniopterus,-0.561177435,-1.113633909,-1.043379874,0.693937257137878,0.06289705917316941,-0.350021964,0.36310175482121365,0.6436492313083649,-0.272227903,0.17407905453019057,-0.653797783,-0.415023378,-1.167730831,1.5367198324991929,-1.630376903,-1.24235354,1.5506194340587531,-1.13257367,1.2172050781015884,-2.118814659,-0.340383968,1.9577364013027536,-0.095047366,-0.472480453,0.550586904426815,0.025122412512748455,0.5421632141119818,-0.003874903,-0.608100542,1,0,0,0,0,0,0,0,0,0,0,0,0
